source_class	file_id	file_name	md5sum	file_size	access	state	data_category	data_type	data_format	case_ids	case_submitter_ids	project_ids	case_count
clinical	30601d97-9d0d-4188-b219-ef8a5035c6d9	nationwidechildrens.org_clinical.TCGA-A7-A5ZX.xml	f84280bc824de481c3cabca2dc325d6c	93407	open	released	Clinical	Clinical Supplement	BCR XML	"[""ba80db4e-d899-4da4-ae49-5263d98e1530""]"	"[""TCGA-A7-A5ZX""]"	"[""TCGA-BRCA""]"	1
clinical	30715284-b1ae-4f23-a690-9cab2acf9392	nationwidechildrens.org_clinical.TCGA-A8-A09B.xml	54eb13d18605a7cc01001859d2f01e2d	84157	open	released	Clinical	Clinical Supplement	BCR XML	"[""3828b534-908e-4953-a3fb-07d01cf49c7d""]"	"[""TCGA-A8-A09B""]"	"[""TCGA-BRCA""]"	1
clinical	30758df6-d164-44de-91ab-6077ca9ac04a	nationwidechildrens.org_clinical.TCGA-S3-A6ZH.xml	9f31cf6f859001eecb93fb7638de09be	109680	open	released	Clinical	Clinical Supplement	BCR XML	"[""ec461eaf-f5cb-4225-a9a0-59d8e6c17ea6""]"	"[""TCGA-S3-A6ZH""]"	"[""TCGA-BRCA""]"	1
clinical	30adafa4-a3eb-4523-92db-63c76b05515a	nationwidechildrens.org_clinical.TCGA-A2-A0YF.xml	57cfceaafb9da76f0225cdbe66ab6dd5	71322	open	released	Clinical	Clinical Supplement	BCR XML	"[""ae8c77fe-e6c8-44d5-8265-4a38c637bbef""]"	"[""TCGA-A2-A0YF""]"	"[""TCGA-BRCA""]"	1
clinical	30add949-c832-4a65-ba9a-5aba8e313bf8	nationwidechildrens.org_clinical.TCGA-A2-A1FW.xml	435355b017245074720b0b140801817e	80491	open	released	Clinical	Clinical Supplement	BCR XML	"[""54883111-d475-4515-ba3f-fece8a71e79e""]"	"[""TCGA-A2-A1FW""]"	"[""TCGA-BRCA""]"	1
clinical	30bec064-c879-4d2e-bf57-76efb44d0f22	nationwidechildrens.org_clinical.TCGA-BH-A0E2.xml	24297cafaab3ade29a1b10632888d3bf	91123	open	released	Clinical	Clinical Supplement	BCR XML	"[""8ace3b8c-f23e-48a9-a137-9e046bd9549b""]"	"[""TCGA-BH-A0E2""]"	"[""TCGA-BRCA""]"	1
clinical	30fddf77-25ca-4cbf-88fe-19a6820c4cc3	nationwidechildrens.org_clinical.TCGA-E9-A1ND.xml	6d5cb38d635ded50392dad92ab263b75	91580	open	released	Clinical	Clinical Supplement	BCR XML	"[""f06f09f3-8133-4a92-ac86-fbe64295e0d8""]"	"[""TCGA-E9-A1ND""]"	"[""TCGA-BRCA""]"	1
clinical	312e02be-fb7d-4e6b-88a1-1b656d211f66	nationwidechildrens.org_clinical.TCGA-S3-AA10.xml	3f71ff72f1094d08c7cc6c1dd46b8465	112697	open	released	Clinical	Clinical Supplement	BCR XML	"[""23c31c2e-336c-4878-a476-cf8d811b4875""]"	"[""TCGA-S3-AA10""]"	"[""TCGA-BRCA""]"	1
clinical	3132651d-c2d6-44ad-9234-939d98f356b9	nationwidechildrens.org_clinical.TCGA-B6-A0RH.xml	ca17faaa5b225281d4ae1f3d5e20154d	65355	open	released	Clinical	Clinical Supplement	BCR XML	"[""c3148e68-1739-4334-abda-1dcbc2166846""]"	"[""TCGA-B6-A0RH""]"	"[""TCGA-BRCA""]"	1
clinical	3172c2ff-89b6-49ac-89d2-def6fb48b7b3	nationwidechildrens.org_clinical.TCGA-A7-A4SB.xml	86b7c243fbdb2e45535b0893576fba7e	87761	open	released	Clinical	Clinical Supplement	BCR XML	"[""a947a945-4721-45cc-bc45-13b8ea41c10e""]"	"[""TCGA-A7-A4SB""]"	"[""TCGA-BRCA""]"	1
clinical	3181a3ef-3317-4b47-916b-c1527d2e3309	nationwidechildrens.org_clinical.TCGA-E2-A15P.xml	bafcc118e35b80482feb0a415fc4ebb5	68493	open	released	Clinical	Clinical Supplement	BCR XML	"[""a1674d7b-787a-45c4-bf16-1b7d0efce207""]"	"[""TCGA-E2-A15P""]"	"[""TCGA-BRCA""]"	1
clinical	31a2fa91-4e20-420e-b123-b8c99a36652b	nationwidechildrens.org_clinical.TCGA-A7-A0CG.xml	4ad8b008cf51b918a81c9ed65575ab95	75238	open	released	Clinical	Clinical Supplement	BCR XML	"[""67eef990-5ff4-45d1-843d-d22d7848f130""]"	"[""TCGA-A7-A0CG""]"	"[""TCGA-BRCA""]"	1
clinical	31dd83d7-2399-47d9-ada2-375117da8a6b	nationwidechildrens.org_clinical.TCGA-3C-AALK.xml	24abb73be69079482f33910061b37b69	97632	open	released	Clinical	Clinical Supplement	BCR XML	"[""c31900a4-5dcd-4022-97ac-638e86e889e4""]"	"[""TCGA-3C-AALK""]"	"[""TCGA-BRCA""]"	1
clinical	321ee2c3-5873-4cd2-b1be-24a9dcc5236c	nationwidechildrens.org_clinical.TCGA-E9-A244.xml	2af25268700e1e8049423824d85d0836	63179	open	released	Clinical	Clinical Supplement	BCR XML	"[""a4c59287-1ad5-46a5-8040-e591e6ce064f""]"	"[""TCGA-E9-A244""]"	"[""TCGA-BRCA""]"	1
clinical	323149a5-b38e-4cc3-adb2-fcad02347ddd	nationwidechildrens.org_omf.TCGA-A2-A0CQ.xml	34478f50505defb294c8081560484bb6	11282	open	released	Clinical	Clinical Supplement	BCR OMF XML	"[""ab34a9a2-d72d-4106-94fb-118844b1b60b""]"	"[""TCGA-A2-A0CQ""]"	"[""TCGA-BRCA""]"	1
clinical	325367f7-1345-4882-86b2-81cde2a8faaa	nationwidechildrens.org_clinical.TCGA-AO-A03L.xml	81ab71d805a6bb885abec5e73ea630e2	107639	open	released	Clinical	Clinical Supplement	BCR XML	"[""1174f6e4-ffbe-4e59-a000-8d861c968369""]"	"[""TCGA-AO-A03L""]"	"[""TCGA-BRCA""]"	1
clinical	328d5901-cd30-446f-9a0f-12ffc01be16a	nationwidechildrens.org_clinical.TCGA-OL-A5S0.xml	0f84d624e7a46503177e8a936b0065ec	76778	open	released	Clinical	Clinical Supplement	BCR XML	"[""43b3bf47-7313-4dfb-952a-ec0b9d48e16c""]"	"[""TCGA-OL-A5S0""]"	"[""TCGA-BRCA""]"	1
clinical	32ce3a7e-608c-4897-8e64-bdba9ca3a0ca	nationwidechildrens.org_clinical.TCGA-E2-A570.xml	4bf7a34a13225b21a27e8944f20c105f	66995	open	released	Clinical	Clinical Supplement	BCR XML	"[""cdd8c046-fd97-482a-a11f-2217b321c4d1""]"	"[""TCGA-E2-A570""]"	"[""TCGA-BRCA""]"	1
clinical	33369ef8-609c-4e3e-9d72-0b9facdaaece	nationwidechildrens.org_clinical.TCGA-AR-A0TY.xml	95c813b0a7acd0fe0d5617d4d25edd5a	85410	open	released	Clinical	Clinical Supplement	BCR XML	"[""da1c58a7-c6bd-47d9-95c2-8d2ac70e20e4""]"	"[""TCGA-AR-A0TY""]"	"[""TCGA-BRCA""]"	1
clinical	333f5d2e-45c7-4944-8185-5c92f0969bc3	nationwidechildrens.org_clinical.TCGA-AR-A256.xml	59656419ec6d0008a297fb9aac3f9565	62385	open	released	Clinical	Clinical Supplement	BCR XML	"[""d3d545b3-457f-4389-821f-704cb24aff7f""]"	"[""TCGA-AR-A256""]"	"[""TCGA-BRCA""]"	1
clinical	335bfc4c-0c49-4860-a522-2a0a6430455c	nationwidechildrens.org_clinical.TCGA-BH-A1EU.xml	6bf5c342fd019c4c24e02f69b278e736	36484	open	released	Clinical	Clinical Supplement	BCR XML	"[""a1093598-d3a8-4ffe-83fc-bc7d1faff7e5""]"	"[""TCGA-BH-A1EU""]"	"[""TCGA-BRCA""]"	1
clinical	33a76cf6-c60c-487d-af52-aa9a9d7b3e6d	nationwidechildrens.org_clinical.TCGA-LL-A6FQ.xml	38ec607939d015e550d311d28b6b349e	60677	open	released	Clinical	Clinical Supplement	BCR XML	"[""92b842c5-f71b-4ef7-ba86-358d28e0966f""]"	"[""TCGA-LL-A6FQ""]"	"[""TCGA-BRCA""]"	1
clinical	33c20398-3b78-4629-b413-2f07ec00ec87	nationwidechildrens.org_clinical.TCGA-GM-A2DI.xml	50eec0e06c1cb9947700cc15400d40be	74806	open	released	Clinical	Clinical Supplement	BCR XML	"[""66fa504c-4ae4-49ac-9355-1e063776dc0d""]"	"[""TCGA-GM-A2DI""]"	"[""TCGA-BRCA""]"	1
clinical	33c36a80-c4af-47b7-a0bb-29ba0e4bd658	nationwidechildrens.org_clinical.TCGA-A7-A0DB.xml	534316b79f333ecd6e602b7fe1450376	81379	open	released	Clinical	Clinical Supplement	BCR XML	"[""f130f376-5801-40f9-975d-a7e2f7b5670d""]"	"[""TCGA-A7-A0DB""]"	"[""TCGA-BRCA""]"	1
clinical	340e54a9-3108-4aac-a02f-8ca81a077323	nationwidechildrens.org_clinical.TCGA-BH-A0BM.xml	8be8faa88822ba33cb3cc9e61853900e	79717	open	released	Clinical	Clinical Supplement	BCR XML	"[""c2aeee6c-ba10-4cf9-b560-c739580f7bf3""]"	"[""TCGA-BH-A0BM""]"	"[""TCGA-BRCA""]"	1
clinical	341bea11-a1b3-456b-8a19-f57dcf38ee27	nationwidechildrens.org_omf.TCGA-Z7-A8R5.xml	a443b11edd384375767c951a694cc259	11134	open	released	Clinical	Clinical Supplement	BCR OMF XML	"[""23f438bd-1dbb-4d46-972f-1e8e74ddbd37""]"	"[""TCGA-Z7-A8R5""]"	"[""TCGA-BRCA""]"	1
clinical	34439f4d-1606-41c3-8b83-bed8591eb0f8	nationwidechildrens.org_clinical.TCGA-A8-A081.xml	37c1a1776f93cc93e20ed53616fdedbe	36314	open	released	Clinical	Clinical Supplement	BCR XML	"[""9d876f05-5080-4c4e-9bf5-45f631d381e5""]"	"[""TCGA-A8-A081""]"	"[""TCGA-BRCA""]"	1
clinical	34d0481a-e6f6-4096-b783-d665851c7a37	nationwidechildrens.org_clinical.TCGA-3C-AAAU.xml	256e6679794e9521a61f7691867d4f49	80592	open	released	Clinical	Clinical Supplement	BCR XML	"[""6e7d5ec6-a469-467c-b748-237353c23416""]"	"[""TCGA-3C-AAAU""]"	"[""TCGA-BRCA""]"	1
clinical	352b33ed-7387-452d-b7cd-8afd94d1143c	nationwidechildrens.org_clinical.TCGA-D8-A1XF.xml	35f603e75292cb1c27057e03851d9836	57363	open	released	Clinical	Clinical Supplement	BCR XML	"[""6f6afd31-b5dd-48ab-b18f-6390ba18a5f0""]"	"[""TCGA-D8-A1XF""]"	"[""TCGA-BRCA""]"	1
clinical	356d559c-1731-47b3-84b3-0afaa4a84bed	nationwidechildrens.org_clinical.TCGA-E9-A229.xml	640c819b497455916cb9357cc0a1ab10	88425	open	released	Clinical	Clinical Supplement	BCR XML	"[""cea9d8f9-e18c-4947-a461-5f712e3c1e6d""]"	"[""TCGA-E9-A229""]"	"[""TCGA-BRCA""]"	1
clinical	3572bd33-80a8-4c11-b09e-292be28e73d0	nationwidechildrens.org_clinical.TCGA-D8-A4Z1.xml	9122a3639e756dc6e0a58e6ce072977d	66678	open	released	Clinical	Clinical Supplement	BCR XML	"[""80419545-4e5d-4baf-8948-f84589b5ef3e""]"	"[""TCGA-D8-A4Z1""]"	"[""TCGA-BRCA""]"	1
clinical	35aae95f-b4ef-46ae-a64b-fd981eceeaca	nationwidechildrens.org_clinical.TCGA-OL-A5RY.xml	cd40a2ecdf0a464c0527d19264632540	60549	open	released	Clinical	Clinical Supplement	BCR XML	"[""8360cec6-daf6-41c9-9a4f-7fc03c958dcc""]"	"[""TCGA-OL-A5RY""]"	"[""TCGA-BRCA""]"	1
clinical	35d56271-f1d3-4cd3-9379-735c6273514d	nationwidechildrens.org_clinical.TCGA-AC-A23G.xml	4d8626f3e172863679c7ee9819ee62a5	74366	open	released	Clinical	Clinical Supplement	BCR XML	"[""a721dac6-0126-476c-b2d4-2dbf7406454b""]"	"[""TCGA-AC-A23G""]"	"[""TCGA-BRCA""]"	1
clinical	35e8376c-3b55-446d-9b71-1544b8a87fd0	nationwidechildrens.org_clinical.TCGA-E9-A1R7.xml	62621c9d0a94c7bcafee2d18a6d0a218	95910	open	released	Clinical	Clinical Supplement	BCR XML	"[""2680da86-c977-4611-b75f-df015283c023""]"	"[""TCGA-E9-A1R7""]"	"[""TCGA-BRCA""]"	1
clinical	35ea5b80-5ac8-49f9-98ff-5b374d526502	nationwidechildrens.org_clinical.TCGA-C8-A27B.xml	fb92f1c8926ed4474f511957f5afed16	73995	open	released	Clinical	Clinical Supplement	BCR XML	"[""f0d8a1fe-e313-44f1-99cc-b965cbeeff0e""]"	"[""TCGA-C8-A27B""]"	"[""TCGA-BRCA""]"	1
clinical	35ff6555-2f56-4f8c-8d9c-5e25a198d4b6	nationwidechildrens.org_clinical.TCGA-B6-A409.xml	c8c7eb48654dc5b3dd23c690378cfefd	65667	open	released	Clinical	Clinical Supplement	BCR XML	"[""5362cbc4-cd28-4afd-a8ac-1a4c2c33cad2""]"	"[""TCGA-B6-A409""]"	"[""TCGA-BRCA""]"	1
clinical	366a3aef-8e90-4daf-9c3a-5890b7abf617	nationwidechildrens.org_omf.TCGA-E2-A1BC.xml	e3d1f937feb3cf8e45ede16c8775f972	11278	open	released	Clinical	Clinical Supplement	BCR OMF XML	"[""d8492ebd-3d94-4a4b-8de7-386526691cc2""]"	"[""TCGA-E2-A1BC""]"	"[""TCGA-BRCA""]"	1
clinical	36717ad9-8d06-4b94-a7cb-bb0b309ac5c2	nationwidechildrens.org_clinical.TCGA-E2-A109.xml	41049255dbb275b61daff5f9aa7e7eee	100912	open	released	Clinical	Clinical Supplement	BCR XML	"[""f0787165-6f58-4d67-b510-928eea2c4882""]"	"[""TCGA-E2-A109""]"	"[""TCGA-BRCA""]"	1
clinical	36c5e8f4-8350-46e7-a753-b6a417288e79	nationwidechildrens.org_clinical.TCGA-AC-A3BB.xml	34933dcfbbee918a9a3782ed9778c9ba	73179	open	released	Clinical	Clinical Supplement	BCR XML	"[""048549cf-d0a5-4743-a0a1-2004f7cc2b08""]"	"[""TCGA-AC-A3BB""]"	"[""TCGA-BRCA""]"	1
clinical	36eef565-06b0-4e7f-a21d-e661717a2c49	nationwidechildrens.org_clinical.TCGA-EW-A3U0.xml	b082fe7d0c1eef627b98f03c0d7caf10	79108	open	released	Clinical	Clinical Supplement	BCR XML	"[""d9dc3b59-613d-469e-8b4f-6c5a557eb26a""]"	"[""TCGA-EW-A3U0""]"	"[""TCGA-BRCA""]"	1
clinical	36f9ade7-bf38-4544-abbb-48edc6cad131	nationwidechildrens.org_clinical.TCGA-A2-A04P.xml	8d7aae8ba1099ee0a13535f8fe773b65	196171	open	released	Clinical	Clinical Supplement	BCR XML	"[""ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21""]"	"[""TCGA-A2-A04P""]"	"[""TCGA-BRCA""]"	1
clinical	37298993-7dbf-45a8-ac37-70ea93f89c06	nationwidechildrens.org_clinical.TCGA-A8-A083.xml	8f7a81abc20a80b4d4b55d7f1fbe61e4	36313	open	released	Clinical	Clinical Supplement	BCR XML	"[""afb9418e-91eb-4db1-aacf-12bd946c9ba0""]"	"[""TCGA-A8-A083""]"	"[""TCGA-BRCA""]"	1
clinical	37798dd5-d083-4ef7-840f-5d9ed52dc460	nationwidechildrens.org_clinical.TCGA-E2-A14O.xml	6783962a47e3523f30b005e4c1c78c5a	62452	open	released	Clinical	Clinical Supplement	BCR XML	"[""fb356957-f620-4d99-b675-1355a1d9f932""]"	"[""TCGA-E2-A14O""]"	"[""TCGA-BRCA""]"	1
clinical	37939018-84b0-44ee-bf9f-cfdecd94370d	nationwidechildrens.org_clinical.TCGA-BH-A0B0.xml	35179a4fbee46b6d852ecfed41435ad7	67329	open	released	Clinical	Clinical Supplement	BCR XML	"[""66af34ea-f471-4092-aff6-9ac9a5b75b11""]"	"[""TCGA-BH-A0B0""]"	"[""TCGA-BRCA""]"	1
clinical	37c6d2e0-5e70-40ec-bad2-4ea70b353fdd	nationwidechildrens.org_clinical.TCGA-D8-A73W.xml	b0581875ec305f9ceaad2ece1e16154c	85785	open	released	Clinical	Clinical Supplement	BCR XML	"[""ea8dbc7a-54c6-469c-865e-f49d00b0223d""]"	"[""TCGA-D8-A73W""]"	"[""TCGA-BRCA""]"	1
clinical	37ca8d18-2f23-4afe-a9f5-6c75b629a980	nationwidechildrens.org_clinical.TCGA-AN-A0AJ.xml	5bfef6843bfe6f179a456374a0b4c65e	51406	open	released	Clinical	Clinical Supplement	BCR XML	"[""9646160a-f1f9-437b-8c7d-efb0b57bfb97""]"	"[""TCGA-AN-A0AJ""]"	"[""TCGA-BRCA""]"	1
clinical	37eaa1e3-1649-4697-8186-e1ec1ecc8e48	nationwidechildrens.org_clinical.TCGA-C8-A26X.xml	9c233fc78a562e37c319d650f4cc64b6	68303	open	released	Clinical	Clinical Supplement	BCR XML	"[""70ab4f23-23c4-409f-a5cc-18a010c3a24e""]"	"[""TCGA-C8-A26X""]"	"[""TCGA-BRCA""]"	1
clinical	3838998d-819c-4118-b7d8-5344281ac5fd	nationwidechildrens.org_clinical.TCGA-D8-A27P.xml	f5f3d619d9b57d67392b4e5ceb57213d	51155	open	released	Clinical	Clinical Supplement	BCR XML	"[""c54d5507-bba5-4a1e-8885-3c3b1eed13c1""]"	"[""TCGA-D8-A27P""]"	"[""TCGA-BRCA""]"	1
clinical	384259bb-a05f-46b3-956d-943a8b756053	nationwidechildrens.org_clinical.TCGA-BH-A8FY.xml	c18286cd18dde7a953e3954340f662be	46621	open	released	Clinical	Clinical Supplement	BCR XML	"[""5f4d16aa-9cc4-4edb-b714-394e2661439a""]"	"[""TCGA-BH-A8FY""]"	"[""TCGA-BRCA""]"	1
clinical	38731109-4cd4-4c7b-aa6c-7c8fcc5b719a	nationwidechildrens.org_clinical.TCGA-OL-A5RZ.xml	ef768bb38676e2bb2e5930461185cf83	72273	open	released	Clinical	Clinical Supplement	BCR XML	"[""7e8713bd-0b17-4f09-9696-bc29707d862b""]"	"[""TCGA-OL-A5RZ""]"	"[""TCGA-BRCA""]"	1
clinical	38762fd0-66b8-41a6-91f8-2cec2e2fff1c	nationwidechildrens.org_clinical.TCGA-EW-A1OV.xml	329fd0cfafc29d28ca94d9ad4a367358	76492	open	released	Clinical	Clinical Supplement	BCR XML	"[""ac68d219-5670-4ddd-8df6-8aa7ad59e5c7""]"	"[""TCGA-EW-A1OV""]"	"[""TCGA-BRCA""]"	1
clinical	38cb84d9-9515-4557-aa5c-e5f28a3708f2	nationwidechildrens.org_clinical.TCGA-AR-A1AO.xml	b03b568de6158039afaf64976897cd00	95089	open	released	Clinical	Clinical Supplement	BCR XML	"[""623befd6-0ca4-4a6c-9cf5-d9385c3b718f""]"	"[""TCGA-AR-A1AO""]"	"[""TCGA-BRCA""]"	1
clinical	38d0617f-375a-4ac8-901c-bfb99a047f0a	nationwidechildrens.org_clinical.TCGA-AN-A04C.xml	4088e97f4d16d1e39003946aad56bb97	51226	open	released	Clinical	Clinical Supplement	BCR XML	"[""66072c06-f251-4f0b-b6ae-12b407c52cc6""]"	"[""TCGA-AN-A04C""]"	"[""TCGA-BRCA""]"	1
clinical	38ddf8ea-7bad-4893-922b-b086331261fa	nationwidechildrens.org_clinical.TCGA-A2-A25E.xml	942af8b042f84b8f58166900152da73d	115151	open	released	Clinical	Clinical Supplement	BCR XML	"[""ba89cb4f-cd63-47b1-9550-76fdaff89f2e""]"	"[""TCGA-A2-A25E""]"	"[""TCGA-BRCA""]"	1
clinical	38fa4361-0c3c-4a20-bea0-9e01047b7622	nationwidechildrens.org_clinical.TCGA-A2-A1G6.xml	7433e619eb1532345e775edc50666b85	84109	open	released	Clinical	Clinical Supplement	BCR XML	"[""295cf595-4a29-46a3-a0c5-e5f08f947031""]"	"[""TCGA-A2-A1G6""]"	"[""TCGA-BRCA""]"	1
clinical	390c16a1-858c-46ef-bd54-2b40badaebc9	nationwidechildrens.org_clinical.TCGA-AR-A1AK.xml	d7aecc61a1833f22960eecd2cedabaa3	71388	open	released	Clinical	Clinical Supplement	BCR XML	"[""94b03e1d-50ec-4680-bffd-7086d1536ff2""]"	"[""TCGA-AR-A1AK""]"	"[""TCGA-BRCA""]"	1
clinical	398b9e6c-afeb-4fe1-8cbe-8ef845da9950	nationwidechildrens.org_omf.TCGA-A2-A25A.xml	f5c752614f5d5fbc7514a71280d8ba24	11286	open	released	Clinical	Clinical Supplement	BCR OMF XML	"[""aaea5f9c-b35b-47f8-93cb-bdc7b81844ff""]"	"[""TCGA-A2-A25A""]"	"[""TCGA-BRCA""]"	1
clinical	39e17147-ca09-43b9-b14b-22843c4e6acc	nationwidechildrens.org_clinical.TCGA-AC-A3W6.xml	85dbaf6b19c72aa5134ecd049a7fd3be	60927	open	released	Clinical	Clinical Supplement	BCR XML	"[""1b4cfad1-e353-4411-97b6-2b7b9309e95e""]"	"[""TCGA-AC-A3W6""]"	"[""TCGA-BRCA""]"	1
clinical	3a000d1a-fb70-4946-925b-e3db436fbace	nationwidechildrens.org_clinical.TCGA-BH-A0HO.xml	65e5dd935bc3f5e908f69c13f74585de	96154	open	released	Clinical	Clinical Supplement	BCR XML	"[""8332806e-f547-4aae-89af-6d5bec831fd2""]"	"[""TCGA-BH-A0HO""]"	"[""TCGA-BRCA""]"	1
clinical	3a2b9a02-a761-4734-b0a3-bab01ccde85b	nationwidechildrens.org_clinical.TCGA-S3-A6ZG.xml	b3b7261992302a57c55ddcd148984c58	109473	open	released	Clinical	Clinical Supplement	BCR XML	"[""1a679332-30a3-4495-a2e5-39d299e14333""]"	"[""TCGA-S3-A6ZG""]"	"[""TCGA-BRCA""]"	1
clinical	3abdcb95-3610-41a3-8510-93033f5f5142	nationwidechildrens.org_clinical.TCGA-BH-A1FJ.xml	1ecf5416577afeeea5b606f495c8f65c	36358	open	released	Clinical	Clinical Supplement	BCR XML	"[""f6581eee-61b9-43d4-ab0d-ce5ce3ba1c74""]"	"[""TCGA-BH-A1FJ""]"	"[""TCGA-BRCA""]"	1
clinical	3aea3241-d321-4abf-b328-c11b6c7c37da	nationwidechildrens.org_clinical.TCGA-E2-A1IG.xml	e6872d261926fe896cb16558ccb21ca0	111260	open	released	Clinical	Clinical Supplement	BCR XML	"[""bc0bc70f-c6cf-4dbc-9dc3-8b7bc5f381a4""]"	"[""TCGA-E2-A1IG""]"	"[""TCGA-BRCA""]"	1
clinical	3af873f5-15e1-4605-b295-a5d29fc46835	nationwidechildrens.org_clinical.TCGA-BH-A0B6.xml	f16585531188b11bbe33c59454dedba3	55625	open	released	Clinical	Clinical Supplement	BCR XML	"[""fa4e082a-d213-412e-8d91-842a6f4bef12""]"	"[""TCGA-BH-A0B6""]"	"[""TCGA-BRCA""]"	1
clinical	3b8ece2c-645e-4f1c-b7fd-5e957275e158	nationwidechildrens.org_clinical.TCGA-AN-A0FT.xml	f46c1b17b03466967a9786ffde3ea57c	51305	open	released	Clinical	Clinical Supplement	BCR XML	"[""baf5e81f-2322-41ec-9053-b9559a7993bc""]"	"[""TCGA-AN-A0FT""]"	"[""TCGA-BRCA""]"	1
clinical	3c4be53a-e2a9-4afd-9910-c45e539ca0be	nationwidechildrens.org_clinical.TCGA-EW-A6SB.xml	94d7d4730e73c751ce46fceaeb4e098d	46358	open	released	Clinical	Clinical Supplement	BCR XML	"[""5c59028f-b8fa-4811-8314-be3eaed5f364""]"	"[""TCGA-EW-A6SB""]"	"[""TCGA-BRCA""]"	1
clinical	3c5bb13b-26e2-41f2-915d-3ea152611b7e	nationwidechildrens.org_clinical.TCGA-B6-A0IM.xml	8676652bb425973d8f2606842f0a8cd5	50984	open	released	Clinical	Clinical Supplement	BCR XML	"[""5a4b7098-1f6a-49e9-b364-29d6d34f5bd5""]"	"[""TCGA-B6-A0IM""]"	"[""TCGA-BRCA""]"	1
clinical	3c69483e-4182-4d4f-9956-f4db9fa13529	nationwidechildrens.org_clinical.TCGA-AO-A03O.xml	38c82037595ebb132c65f6a46d8c17a7	81694	open	released	Clinical	Clinical Supplement	BCR XML	"[""1111fb30-46ce-4722-98da-ec9ba2323d90""]"	"[""TCGA-AO-A03O""]"	"[""TCGA-BRCA""]"	1
clinical	3ca09685-0c0e-494a-bde0-661efae20be8	nationwidechildrens.org_clinical.TCGA-BH-A0EI.xml	16d9659eaf4dbd82a33c82f2ed978faa	60368	open	released	Clinical	Clinical Supplement	BCR XML	"[""22b35927-1c3f-4f98-ba42-deafc56b677a""]"	"[""TCGA-BH-A0EI""]"	"[""TCGA-BRCA""]"	1
clinical	3cc30ed0-263e-4be1-bc66-2c015f054796	nationwidechildrens.org_clinical.TCGA-BH-A18J.xml	01388dac774f1a0607b6744f8c285afb	47066	open	released	Clinical	Clinical Supplement	BCR XML	"[""cc074b7f-d3b2-4880-902e-bf10e667b665""]"	"[""TCGA-BH-A18J""]"	"[""TCGA-BRCA""]"	1
clinical	3d57c6be-c217-4d2f-891a-e6ef79bfe57e	nationwidechildrens.org_clinical.TCGA-C8-A1HN.xml	440bd29eeb1445bd42473bf1cc7ebf90	64983	open	released	Clinical	Clinical Supplement	BCR XML	"[""86a18ae0-dfb1-49c3-b5c4-67ec331d6e40""]"	"[""TCGA-C8-A1HN""]"	"[""TCGA-BRCA""]"	1
clinical	3d72e23a-15a1-4572-b68a-f8bf15f25cf1	nationwidechildrens.org_clinical.TCGA-GM-A2DA.xml	88207860a26c44b4c43e2be72a208fe4	246964	open	released	Clinical	Clinical Supplement	BCR XML	"[""c07b122e-ac50-4db2-add2-5617a5d0e976""]"	"[""TCGA-GM-A2DA""]"	"[""TCGA-BRCA""]"	1
clinical	3e2e5cf3-c97f-4639-9a30-c1a98291c66d	nationwidechildrens.org_clinical.TCGA-A8-A08J.xml	1c0911529a4d5e17504088b3be555fa3	50462	open	released	Clinical	Clinical Supplement	BCR XML	"[""68177e92-4784-45d9-af14-4ce0c00eae74""]"	"[""TCGA-A8-A08J""]"	"[""TCGA-BRCA""]"	1
clinical	3e4a5d1e-8a8e-43c0-8149-0085c6246ab0	nationwidechildrens.org_clinical.TCGA-EW-A1PH.xml	335d996a6aa4e8742b2c385cc4ac4a54	101716	open	released	Clinical	Clinical Supplement	BCR XML	"[""4da999a0-ef41-4a0b-b1d1-446b39cc855a""]"	"[""TCGA-EW-A1PH""]"	"[""TCGA-BRCA""]"	1
clinical	3e6152a4-d844-4a07-a76c-93aac88085bc	nationwidechildrens.org_clinical.TCGA-B6-A0X5.xml	a9ef2a03668e226dc872a7c57590dc68	60627	open	released	Clinical	Clinical Supplement	BCR XML	"[""4e6edfe6-adcb-4c12-8ff4-38a79f5887e8""]"	"[""TCGA-B6-A0X5""]"	"[""TCGA-BRCA""]"	1
clinical	3e74a086-e477-4b5c-8a06-f1e4634d27c2	nationwidechildrens.org_clinical.TCGA-EW-A1OY.xml	ee41183d984f298d11123846aa5883c7	79377	open	released	Clinical	Clinical Supplement	BCR XML	"[""53ff5893-7d5e-4bcb-be9c-665fa34b7824""]"	"[""TCGA-EW-A1OY""]"	"[""TCGA-BRCA""]"	1
clinical	3e894cfa-448b-422e-ac24-935c4ff594c3	nationwidechildrens.org_clinical.TCGA-BH-A2L8.xml	852a7f3c542b0e0e8f6827ec96adc82a	57345	open	released	Clinical	Clinical Supplement	BCR XML	"[""bac4b268-c781-4408-96d8-43a48fec7418""]"	"[""TCGA-BH-A2L8""]"	"[""TCGA-BRCA""]"	1
clinical	3eaee49b-15f2-404e-a0cd-6c3317878c45	nationwidechildrens.org_clinical.TCGA-BH-A1FL.xml	3c2743c112574eb7779ea618c0c35758	36536	open	released	Clinical	Clinical Supplement	BCR XML	"[""14d1d84e-99e1-41ad-8892-3b4da3d4f948""]"	"[""TCGA-BH-A1FL""]"	"[""TCGA-BRCA""]"	1
