source_class	file_id	file_name	md5sum	file_size	access	state	data_category	data_type	data_format	case_ids	case_submitter_ids	project_ids	case_count
biospecimen	b4cd8a47-c516-47bc-908e-3d3e60ed99b6	nationwidechildrens.org_ssf.TCGA-BH-A0H6.xml	17eb513855bd9372473791725a27b4cf	15718	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""aeb6a3a6-b57a-4c53-90e6-e833777dd2a1""]"	"[""TCGA-BH-A0H6""]"	"[""TCGA-BRCA""]"	1
biospecimen	b4f85d7e-54d6-44e9-ba29-b9390b72a782	nationwidechildrens.org_ssf.TCGA-BH-A1FC.xml	53cb329a248f1e53b254fded1f0bed4b	15709	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""b97bf89a-7a85-4eef-ae7e-f787aead1f0a""]"	"[""TCGA-BH-A1FC""]"	"[""TCGA-BRCA""]"	1
biospecimen	b4fb5b6c-2f1f-4b37-a0c2-331bd3b64696	nationwidechildrens.org_biospecimen.TCGA-E9-A22D.xml	8c084978d447f559d0fe83950e99891e	61388	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""cf0a3f38-5850-44e1-8574-808bd37d84a3""]"	"[""TCGA-E9-A22D""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5092647-a624-42db-a543-e20d2ac60c9e	nationwidechildrens.org_biospecimen.TCGA-AC-A3BB.xml	8edb51f9520d89e514f9c6708e0b9e1f	52316	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""048549cf-d0a5-4743-a0a1-2004f7cc2b08""]"	"[""TCGA-AC-A3BB""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5143b8e-a55d-4de8-a385-bc7b41054f30	nationwidechildrens.org_biospecimen.TCGA-AO-A0JC.xml	7d4d18e22d4190473d938733a9c043b8	96694	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""03565036-b6d3-432f-8d9a-7099818e0788""]"	"[""TCGA-AO-A0JC""]"	"[""TCGA-BRCA""]"	1
biospecimen	b55aabb6-2323-41a6-a796-b7d9eb551fe4	nationwidechildrens.org_biospecimen.TCGA-D8-A27E.xml	ba892e7ebf7eb8518d9c492046438563	58926	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""680f23a9-fcce-493e-b908-27c1ad202e4c""]"	"[""TCGA-D8-A27E""]"	"[""TCGA-BRCA""]"	1
biospecimen	b560b974-bc5a-4012-a983-3756a8a8d986	nationwidechildrens.org_ssf.TCGA-A2-A0D0.xml	882d509151ad36d8a50f473bfb42e4ee	15759	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""324bcba2-f6a4-45a6-807c-215bdffcca21""]"	"[""TCGA-A2-A0D0""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5676135-a7ff-493b-9c88-39bf444c6ea4	nationwidechildrens.org_ssf.TCGA-C8-A1HM.xml	e8294940d62cda1401e78b63c2924b7b	15628	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""8b525ec6-d24b-49d4-bfcb-b354de4dae7c""]"	"[""TCGA-C8-A1HM""]"	"[""TCGA-BRCA""]"	1
biospecimen	b57bfe81-34eb-4839-b769-5570b3ed9128	nationwidechildrens.org_ssf.TCGA-E2-A1LH.xml	b6339d566360f03c5890015c308b11d7	15743	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""d8ecba6a-9fff-4993-a799-9a8d2aea524e""]"	"[""TCGA-E2-A1LH""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5865754-1fae-42a2-b8a6-c9b9245b6b94	nationwidechildrens.org_biospecimen.TCGA-A8-A0A1.xml	4f5388c893747d7d262141bd0887db72	90734	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""3efa245d-177d-4ef9-94f7-f554c54e345e""]"	"[""TCGA-A8-A0A1""]"	"[""TCGA-BRCA""]"	1
biospecimen	b59d91a8-f30f-4aea-88c6-bd438869169b	nationwidechildrens.org_ssf.TCGA-A7-A4SA.xml	ff892521c18f9402e0849b6821925ae7	17934	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""a2efe7e1-aca3-440f-825f-ed621edca69f""]"	"[""TCGA-A7-A4SA""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5a42fad-4b5e-4f46-9d68-7a7aba0c0e56	nationwidechildrens.org_ssf.TCGA-D8-A1XQ.xml	4a0806444a8125d5140b50c4846c6399	15660	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""3886b4fb-ba22-4a50-b11a-a6893951f170""]"	"[""TCGA-D8-A1XQ""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5afbe90-4117-4ee3-aabc-73561d95ed4f	nationwidechildrens.org_biospecimen.TCGA-AO-A0J4.xml	692e9fd929e9302758150796a0197bbc	95832	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""a9b7d7fe-be31-4f71-afee-c1bfdf511888""]"	"[""TCGA-AO-A0J4""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5b2a967-789c-4f2f-951b-2b39bffec8af	nationwidechildrens.org_biospecimen.TCGA-AO-A0J5.xml	0a1fbff893227ebe108a1b0ad6fd4f3d	96544	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""c1442467-d618-435f-8792-b1a18f696f1a""]"	"[""TCGA-AO-A0J5""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5c6967a-6dc9-4c3d-85ce-1d3e881073a3	nationwidechildrens.org_ssf.TCGA-A2-A04N.xml	b0d4b9bbc21154da7856a26cdff686d2	17657	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""197428f7-bd77-4c5f-8119-87157b5c35b9""]"	"[""TCGA-A2-A04N""]"	"[""TCGA-BRCA""]"	1
biospecimen	b5c8fe3f-a344-4f74-832e-8210203e55c5	nationwidechildrens.org_ssf.TCGA-B6-A0IQ.xml	ec2ed4b2b708968bd05c1a704f3e38dc	15667	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""01eef340-598c-4205-a990-cec190ac2ca5""]"	"[""TCGA-B6-A0IQ""]"	"[""TCGA-BRCA""]"	1
biospecimen	b615bb8f-b772-4571-9def-9bde523fa0f5	nationwidechildrens.org_biospecimen.TCGA-AR-A1AU.xml	0c45099d06a214abc14b83f315129876	58931	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""36220587-1c1c-4f92-b177-3b2155e7e273""]"	"[""TCGA-AR-A1AU""]"	"[""TCGA-BRCA""]"	1
biospecimen	b61afc57-cc03-4701-bcce-ca10dfeecfd8	nationwidechildrens.org_biospecimen.TCGA-A1-A0SJ.xml	ffed7191bc697497b0dae54121c3ec76	75342	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""a2db9dd1-44d5-48b5-817c-a21a85fadb21""]"	"[""TCGA-A1-A0SJ""]"	"[""TCGA-BRCA""]"	1
biospecimen	b63e5860-f52a-45d7-8591-f080915b7f08	nationwidechildrens.org_ssf.TCGA-BH-A18S.xml	208fed136e284590820942f301c11d6f	15695	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""433427a1-bacf-4381-91ba-5fec8a0953f9""]"	"[""TCGA-BH-A18S""]"	"[""TCGA-BRCA""]"	1
biospecimen	b6c481e7-e4fa-42f0-9321-6e85b1167a73	nationwidechildrens.org_biospecimen.TCGA-BH-A0BG.xml	14c81b6bde158233970760da0c3d0ad7	60060	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""4f608829-ffc4-4527-886e-6bc764ab29f5""]"	"[""TCGA-BH-A0BG""]"	"[""TCGA-BRCA""]"	1
biospecimen	b6d760f8-535f-4100-a689-c637825469e5	nationwidechildrens.org_biospecimen.TCGA-OL-A5RZ.xml	b5ab14c0cdd302ec268aebfb202c8887	53964	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""7e8713bd-0b17-4f09-9696-bc29707d862b""]"	"[""TCGA-OL-A5RZ""]"	"[""TCGA-BRCA""]"	1
biospecimen	b7046e91-53f8-4908-993c-c1c3edc22669	nationwidechildrens.org_ssf.TCGA-EW-A3U0.xml	65f6d26a5169c79e80a3f9704fc4c7eb	14877	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""d9dc3b59-613d-469e-8b4f-6c5a557eb26a""]"	"[""TCGA-EW-A3U0""]"	"[""TCGA-BRCA""]"	1
biospecimen	b79a7a35-a8f5-43df-a21c-2ccc7562bb22	nationwidechildrens.org_ssf.TCGA-AR-A24L.xml	517cd5d36e915568e3cb34e491dae08d	15832	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""de646f6a-6d50-4be2-b3cd-f17554b234df""]"	"[""TCGA-AR-A24L""]"	"[""TCGA-BRCA""]"	1
biospecimen	b7ad029f-d708-46b4-a0fc-172e052441e5	nationwidechildrens.org_ssf.TCGA-A2-A4RX.xml	6b7f8ad9222e241cd9d3aeec1c407825	15016	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""d111c4ab-b39a-4a7c-8d8e-cb342bc10627""]"	"[""TCGA-A2-A4RX""]"	"[""TCGA-BRCA""]"	1
biospecimen	b7eaa8e9-5f8d-4d27-8a80-e8ec6b78e4a7	nationwidechildrens.org_biospecimen.TCGA-D8-A4Z1.xml	d78edf1a394bc43fd0c57b00b5863aab	52307	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""80419545-4e5d-4baf-8948-f84589b5ef3e""]"	"[""TCGA-D8-A4Z1""]"	"[""TCGA-BRCA""]"	1
biospecimen	b7f0c49f-6230-4702-847a-3668a7f37f1d	nationwidechildrens.org_ssf.TCGA-AR-A0TT.xml	e49e6de213753484cfbe91d813ef316f	15662	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""13ca97a1-75bb-4a49-b8c3-181e5b2c9e86""]"	"[""TCGA-AR-A0TT""]"	"[""TCGA-BRCA""]"	1
biospecimen	b83b3d30-cfb0-4800-83e9-b41455a27de1	nationwidechildrens.org_biospecimen.TCGA-A2-A0ES.xml	bf56571a486d8bd8b9b3f093eb521446	74040	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""a2934508-3daf-49e2-b14f-ed9b7693f96f""]"	"[""TCGA-A2-A0ES""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8400b0f-5bf9-47a1-8435-8f60336bd7d2	nationwidechildrens.org_ssf.TCGA-AO-A12C.xml	d25ee29d002d3c4e7f7114ea15bbf094	15714	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""71626753-cc34-4731-abc0-ae188b0964e7""]"	"[""TCGA-AO-A12C""]"	"[""TCGA-BRCA""]"	1
biospecimen	b85523c4-7621-40b9-a47b-cf3bf4273eeb	nationwidechildrens.org_biospecimen.TCGA-JL-A3YW.xml	00e34921ca993c265138bbeb7774d842	53967	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""a2434f47-2168-47d0-9bbb-981071597843""]"	"[""TCGA-JL-A3YW""]"	"[""TCGA-BRCA""]"	1
biospecimen	b87b3a17-b9f1-48f1-b1b4-e8a70dd85640	nationwidechildrens.org_biospecimen.TCGA-A2-A0CO.xml	cce2cbe628b78a21374bad9b1568b761	55136	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""8e54232d-d8bb-4612-8b0e-4feb076a60f9""]"	"[""TCGA-A2-A0CO""]"	"[""TCGA-BRCA""]"	1
biospecimen	b87bdd5a-7b49-41d8-9fe4-e136146fd20e	nationwidechildrens.org_ssf.TCGA-A8-A07P.xml	af2e8aa41721790eeebc995a2f5b6371	15697	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""8cccf160-93e9-48a5-9b8b-54aa50153142""]"	"[""TCGA-A8-A07P""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8915bca-2b4f-405a-a8e3-96b51e2b7cf9	nationwidechildrens.org_ssf.TCGA-C8-A131.xml	2e7ccda6312bd47df96bfdb59eed3338	15701	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""c49e3b18-fd88-48f4-8b01-300692ceb367""]"	"[""TCGA-C8-A131""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8a17e3d-f676-4f1c-b572-5a84164b22bf	nationwidechildrens.org_ssf.TCGA-OL-A5S0.xml	f4c9324b1693c321c922e1bc34ea4f51	15073	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""43b3bf47-7313-4dfb-952a-ec0b9d48e16c""]"	"[""TCGA-OL-A5S0""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8a9e7fb-db41-4f12-9b05-65710f82c10e	nationwidechildrens.org_biospecimen.TCGA-E9-A1N8.xml	e1c6ec23ff02b917875464399c3bd5b6	82571	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""ac075bc0-1b59-4557-beea-541694faee03""]"	"[""TCGA-E9-A1N8""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8b55b86-e63d-482e-9d72-938ba66efe51	nationwidechildrens.org_biospecimen.TCGA-AO-A12G.xml	a08be06b3a34f4166b86fd79b8142139	62138	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""58c56d4b-3f85-4aad-a779-5f9e1791677d""]"	"[""TCGA-AO-A12G""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8c05308-6d09-4cfd-bf5a-1e472967cbd1	nationwidechildrens.org_biospecimen.TCGA-D8-A1XS.xml	733911006bf89a6f5749364b4339ebb0	59071	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""1026e0bf-5640-4fa5-b65f-4f11e8e76b18""]"	"[""TCGA-D8-A1XS""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8c2cf58-bb2f-454c-ae2d-3dacfb4fd71c	nationwidechildrens.org_biospecimen.TCGA-A8-A092.xml	4d1733a3ec0963b72f612b9e14866c68	95651	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""38a8b734-9acc-42f9-b5b7-e51b0dfc6504""]"	"[""TCGA-A8-A092""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8d4d937-9d30-4d0d-9825-ff76cb91a03f	nationwidechildrens.org_biospecimen.TCGA-D8-A1JG.xml	836bce904b9e0574a8f8f931a6553b86	58908	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""7f2a63e6-64d5-4be1-9814-e8416fc9e688""]"	"[""TCGA-D8-A1JG""]"	"[""TCGA-BRCA""]"	1
biospecimen	b8eca6b9-a5d9-4849-949e-ec4977c5d7c4	nationwidechildrens.org_ssf.TCGA-E9-A6HE.xml	6d034dda09043ed16c1430acf0b2ee3e	14832	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""7e9c8d3c-790c-46ad-8f31-b557b7c26f69""]"	"[""TCGA-E9-A6HE""]"	"[""TCGA-BRCA""]"	1
biospecimen	b908c1df-12f7-47b4-bdc3-a81b81a27c53	nationwidechildrens.org_biospecimen.TCGA-AR-A1AI.xml	c4f2fce280b1eeab5e39fd31a75b41ff	58929	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""9848307d-1bd5-40c1-b655-a33297aaf74f""]"	"[""TCGA-AR-A1AI""]"	"[""TCGA-BRCA""]"	1
biospecimen	b9a5d54b-575b-43d2-b971-b7454a4101a5	nationwidechildrens.org_ssf.TCGA-AR-A24U.xml	94cf6f64a4362b9bb30f0f67393a67c4	15786	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""241fffc8-4250-4cfa-b2e7-e68c33ae07dc""]"	"[""TCGA-AR-A24U""]"	"[""TCGA-BRCA""]"	1
biospecimen	b9aac9e8-821a-4f5a-9509-762f85034414	nationwidechildrens.org_ssf.TCGA-E9-A245.xml	cadc325e50049cc9f17ed8e65e1c5e83	15641	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""8218119a-f68b-4ea7-9ee4-5e2edc2ae342""]"	"[""TCGA-E9-A245""]"	"[""TCGA-BRCA""]"	1
biospecimen	b9b9093d-1d97-496f-b420-94d1ebf97e87	nationwidechildrens.org_biospecimen.TCGA-BH-A42V.xml	ef11026c9abd77c41ef31b6df0702172	53963	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""57cf380d-ab52-467f-b9ae-740b2f84c820""]"	"[""TCGA-BH-A42V""]"	"[""TCGA-BRCA""]"	1
biospecimen	b9e0fefa-4481-484f-9527-96690fbde1e9	nationwidechildrens.org_ssf.TCGA-E2-A1LE.xml	99a2581ad801576850b2fb92752363d8	15727	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""7317e605-93ba-49a9-8743-20613b02767a""]"	"[""TCGA-E2-A1LE""]"	"[""TCGA-BRCA""]"	1
biospecimen	b9fb4542-eb9d-4122-86af-c9eaf1a31ea6	nationwidechildrens.org_ssf.TCGA-A2-A0T3.xml	64446c04005fb9819e2d93000c93d889	15766	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""058dcb78-bed1-40c3-a6c2-a0cc40065531""]"	"[""TCGA-A2-A0T3""]"	"[""TCGA-BRCA""]"	1
biospecimen	ba24c509-dd3c-46cf-8f3f-602230c0c48d	nationwidechildrens.org_ssf.TCGA-E2-A1LB.xml	c878f2310b934117826015ba7fc238e8	15743	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""fa176764-a76f-44c7-b97a-cd6d21e052be""]"	"[""TCGA-E2-A1LB""]"	"[""TCGA-BRCA""]"	1
biospecimen	ba590893-524b-4425-99f3-70412f587969	nationwidechildrens.org_ssf.TCGA-AN-A04D.xml	12a8ac085eb8f0c9c4a03bea27efc575	14676	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""49717f75-0f2d-4e1c-9a12-f1cd7877b80a""]"	"[""TCGA-AN-A04D""]"	"[""TCGA-BRCA""]"	1
biospecimen	ba9b9866-30a4-48e2-9ae7-16c4877eecfb	nationwidechildrens.org_biospecimen.TCGA-BH-A0C7.xml	13b92d144d2bfa1e17c985dc42ebc69d	66941	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""e1119732-3e97-4259-bc69-dc4269d9496d""]"	"[""TCGA-BH-A0C7""]"	"[""TCGA-BRCA""]"	1
biospecimen	baa42aff-7f8a-4f60-a040-b0023495b50a	nationwidechildrens.org_biospecimen.TCGA-BH-A0HO.xml	0863d665e31019a27733d431cd84e195	85584	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""8332806e-f547-4aae-89af-6d5bec831fd2""]"	"[""TCGA-BH-A0HO""]"	"[""TCGA-BRCA""]"	1
biospecimen	babf6de0-9670-4d13-871a-344243960693	nationwidechildrens.org_biospecimen.TCGA-A8-A08J.xml	39a214a5abc6a159cce5175e4eb30941	113836	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""68177e92-4784-45d9-af14-4ce0c00eae74""]"	"[""TCGA-A8-A08J""]"	"[""TCGA-BRCA""]"	1
biospecimen	bad66638-3d39-49b3-9d6a-7084ed0b5513	nationwidechildrens.org_biospecimen.TCGA-AC-A3W6.xml	39b942b0c3a17ae5e5e27dea6f58abe1	53965	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""1b4cfad1-e353-4411-97b6-2b7b9309e95e""]"	"[""TCGA-AC-A3W6""]"	"[""TCGA-BRCA""]"	1
biospecimen	badc7b46-c08f-48df-a113-f3b81cddbf4d	nationwidechildrens.org_biospecimen.TCGA-OL-A5RW.xml	b928c2b4ceaad3d1be59110de83f15bc	53964	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""a82d0a57-4383-473d-b334-d13b278404b1""]"	"[""TCGA-OL-A5RW""]"	"[""TCGA-BRCA""]"	1
biospecimen	baee6749-c2a9-4923-a51c-ab4a3685b462	nationwidechildrens.org_ssf.TCGA-E9-A1N3.xml	29c3e687a07b009a211eca8802a95f59	15694	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""03c143e0-d8a1-4d60-a4a3-df0501fc6b6e""]"	"[""TCGA-E9-A1N3""]"	"[""TCGA-BRCA""]"	1
biospecimen	baffc3fe-c757-4349-aa38-bef459f5e1ef	nationwidechildrens.org_ssf.TCGA-A7-A0D9.xml	03e97995426d8ef8e3c217085ec44a27	18936	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""17baef7c-d97d-4b98-ab53-503ef856523d""]"	"[""TCGA-A7-A0D9""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb031aee-8c07-4c79-ba0e-fd84b6866aa9	nationwidechildrens.org_ssf.TCGA-AN-A0AR.xml	57096d82ee9bc206e47e35562b0a416f	15519	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""ebc460c2-df88-4dc0-a2c0-aca8072b75ad""]"	"[""TCGA-AN-A0AR""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb07e741-d556-43ed-8d84-e5c1de04d3bf	nationwidechildrens.org_biospecimen.TCGA-A8-A0A4.xml	171cb06fc7024b68725b13688d722520	92368	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""2cb8c866-9296-4c70-a3ea-f9a9b707895c""]"	"[""TCGA-A8-A0A4""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb0d0c48-a5e5-4369-9b9c-24ba129e6fef	nationwidechildrens.org_ssf.TCGA-E9-A228.xml	db01455a8f180bd0ff55f73387b325a4	15657	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""b95eef8a-205f-4cf8-9d3c-ae51d406e1e0""]"	"[""TCGA-E9-A228""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb2bcfb2-9dc6-42b8-b237-3c51b0e0794e	nationwidechildrens.org_ssf.TCGA-Z7-A8R6.xml	9b8d8431cb6d37913a146e1ef4ae5b6b	15050	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""b1d44c81-747d-471f-9093-aeb262a17975""]"	"[""TCGA-Z7-A8R6""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb36ffce-3149-45ed-8109-4f1a15189801	nationwidechildrens.org_ssf.TCGA-B6-A0RI.xml	8fbba5339b1633cfb8827016a2bdd3b7	15642	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""bfd55808-dddd-44c3-97d7-41600497b992""]"	"[""TCGA-B6-A0RI""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb45ab62-90ef-463d-bb9c-062ad172c99f	nationwidechildrens.org_ssf.TCGA-A2-A0ES.xml	d775ad090a3759f1fff4f11d45be2d41	15724	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""a2934508-3daf-49e2-b14f-ed9b7693f96f""]"	"[""TCGA-A2-A0ES""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb4b205d-d893-48bc-a8d0-7e40122647c2	nationwidechildrens.org_ssf.TCGA-A2-A04Y.xml	a9628e1dba7713a3f38182ede0e2723a	15760	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""9ce7ce09-4409-4fa3-9f78-b2b24716f860""]"	"[""TCGA-A2-A04Y""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb4d3835-2aad-413e-98b3-63ce044da526	nationwidechildrens.org_ssf.TCGA-A7-A0DB.xml	4c34f4d30876f4e3ede15dddfc984287	19220	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""f130f376-5801-40f9-975d-a7e2f7b5670d""]"	"[""TCGA-A7-A0DB""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb85ff9d-f0e3-4fcc-bbc7-77e32a0423c5	nationwidechildrens.org_biospecimen.TCGA-AO-A0JI.xml	4815ac257aeb91c0331307fb651c267e	81911	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""e17c565c-9857-4df3-a352-903b53093c85""]"	"[""TCGA-AO-A0JI""]"	"[""TCGA-BRCA""]"	1
biospecimen	bb98de87-cd2d-40cd-999f-d510f7023cdd	nationwidechildrens.org_biospecimen.TCGA-E2-A1L8.xml	3df0d92a4fcb5c72b3ece3ad2aa6384c	58909	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""eebad74f-5961-4e91-b0eb-157a2f6f952b""]"	"[""TCGA-E2-A1L8""]"	"[""TCGA-BRCA""]"	1
biospecimen	bba5223e-8d99-4923-9c55-216789c17c96	nationwidechildrens.org_ssf.TCGA-E2-A159.xml	a4ebd38b1e9917116c6e5ff05432d159	15784	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""d7308344-5bab-4073-bb4f-4d8cd8d7bd17""]"	"[""TCGA-E2-A159""]"	"[""TCGA-BRCA""]"	1
biospecimen	bbb67220-617f-4977-a1ca-f97d938f8eac	nationwidechildrens.org_ssf.TCGA-A8-A09V.xml	448627b94d1806c5fe182e9ea06138cc	15709	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""cc348a26-ee11-47a4-8b51-de922967e175""]"	"[""TCGA-A8-A09V""]"	"[""TCGA-BRCA""]"	1
biospecimen	bc4690f0-25e2-49c4-9b60-3e2ce4361218	nationwidechildrens.org_biospecimen.TCGA-A8-A0AD.xml	fa008689af9c9ea7d9eb0f354e4ea9f6	93381	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""af5453a9-cf1f-40de-aec4-0e0710908fb7""]"	"[""TCGA-A8-A0AD""]"	"[""TCGA-BRCA""]"	1
biospecimen	bc56d60c-cff4-4918-94c6-f755ef9b2d21	nationwidechildrens.org_ssf.TCGA-A2-A0CM.xml	067ccea8a43fe423475a330d9b096e5d	15756	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""eb2dbb4f-66b6-4525-8323-431970f7a64e""]"	"[""TCGA-A2-A0CM""]"	"[""TCGA-BRCA""]"	1
biospecimen	bc777cc9-6d2f-4ef7-9af1-03dff2871cd2	nationwidechildrens.org_ssf.TCGA-E2-A14Z.xml	b7a641bae9144b2961c5674cce340492	15782	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""d7ce6b79-f7c0-481e-9dbd-6273f01c9786""]"	"[""TCGA-E2-A14Z""]"	"[""TCGA-BRCA""]"	1
biospecimen	bc836b3d-701f-4b6f-8efc-3f42ec214cd1	nationwidechildrens.org_biospecimen.TCGA-BH-A0DH.xml	4a6bdedf89993d39457bb6658bd3043d	112364	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""491b6364-1223-474f-816f-e248c8c841e2""]"	"[""TCGA-BH-A0DH""]"	"[""TCGA-BRCA""]"	1
biospecimen	bca3e82a-722c-45ba-91eb-443d8099a1c0	nationwidechildrens.org_ssf.TCGA-B6-A0I1.xml	6c75ba0cc26c09a2d8937cc6a90517da	15724	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""5dd423e8-feaa-4568-a750-500948c41d6c""]"	"[""TCGA-B6-A0I1""]"	"[""TCGA-BRCA""]"	1
biospecimen	bcab9b9d-ee95-4eed-a7cd-6cf66dfd6b0c	nationwidechildrens.org_biospecimen.TCGA-BH-A0BA.xml	ce542aec92068dd94db7329ddaf56df9	139236	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""49dc3e68-6206-4f16-969f-a758cc7be8ed""]"	"[""TCGA-BH-A0BA""]"	"[""TCGA-BRCA""]"	1
biospecimen	bce71807-1b32-4ccc-8703-60556d298881	nationwidechildrens.org_ssf.TCGA-E9-A5UP.xml	1b80e1c2ce2b856bb6c4497b4c6f44e9	14897	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""a412b374-4d25-491f-b76f-ddaa989acf59""]"	"[""TCGA-E9-A5UP""]"	"[""TCGA-BRCA""]"	1
