audit_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	alternate_column_name	cde_id_raw	row_count	non_missing_count	missing_like_count	missing_like_fraction	distinct_non_missing_count	example_values_small_sample	probable_field_group	group_assignment_rule	blank_count	not_available_count	not_applicable_count	unknown_count	not_evaluated_count	discrepancy_count	na_count	n_a_count	null_count	none_count	nan_count
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	bcr_patient_uuid	1	bcr_patient_uuid	CDE_ID:	1097	1097	0	0.0	1097	"[""001cef41-ff86-4d3f-a140-a647ac4b10a1"", ""0045349c-69d9-4306-a403-c9c1fa836644"", ""00807dae-9f4a-4fd1-aac2-82eb11bf2afb"", ""00B11CA8-8540-4A3D-B602-EC754B00230B"", ""00a2d166-78c9-4687-a195-3d6315c27574""]"	identifier / admin	identifier_prefix:bcr_	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	bcr_patient_barcode	2	bcr_patient_barcode	CDE_ID:2003301	1097	1097	0	0.0	1097	"[""TCGA-3C-AAAU"", ""TCGA-3C-AALI"", ""TCGA-3C-AALJ"", ""TCGA-3C-AALK"", ""TCGA-4H-AAAK""]"	identifier / admin	identifier_prefix:bcr_	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	form_completion_date	3	form_completion_date	CDE_ID:	1097	1097	0	0.0	315	"[""2011-5-27"", ""2010-11-2"", ""2011-4-13"", ""2011-8-2"", ""2011-5-16""]"	identifier / admin	identifier_exact_name:form_completion_date	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	prospective_collection	4	tissue_prospective_collection_indicator	CDE_ID:3088492	1097	1097	0	0.0	3	"[""NO"", ""YES"", ""[Not Available]""]"	identifier / admin	identifier_exact_name:prospective_collection	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	retrospective_collection	5	tissue_retrospective_collection_indicator	CDE_ID:3088528	1097	1097	0	0.0	3	"[""YES"", ""NO"", ""[Not Available]""]"	identifier / admin	identifier_exact_name:retrospective_collection	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	birth_days_to	6	days_to_birth	CDE_ID:3008233	1097	1097	0	0.0	1046	"[""[Not Available]"", ""-32872"", ""-22199"", ""-32873"", ""-14122""]"	demographics	keyword:birth	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	gender	7	gender	CDE_ID:2200604	1097	1097	0	0.0	2	"[""FEMALE"", ""MALE""]"	demographics	keyword:gender	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	menopause_status	8	menopause_status	CDE_ID:2957270	1097	1097	0	0.0	7	"[""Post (prior bilateral ovariectomy OR >12 mo since LMP with no prior hysterectomy)"", ""Pre (<6 months since LMP AND no prior bilateral ovariectomy AND not on estrogen replacement)"", ""[Not Available]"", ""Peri (6-12 months since last menstrual period)"", ""Indeterminate (neither Pre or Postmenopausal)""]"	demographics	keyword:menopause	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	race	9	race	CDE_ID:2192199	1097	1097	0	0.0	6	"[""WHITE"", ""BLACK OR AFRICAN AMERICAN"", ""[Not Available]"", ""ASIAN"", ""[Not Evaluated]""]"	demographics	keyword:race	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_patient	ethnicity	10	ethnicity	CDE_ID:2192217	1097	1097	0	0.0	5	"[""NOT HISPANIC OR LATINO"", ""[Not Available]"", ""HISPANIC OR LATINO"", ""[Unknown]"", ""[Not Evaluated]""]"	demographics	keyword:ethnicity	0	0	0	0	0	0	0	0	0	0	0
