cohort	term	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)	notes
METABRIC	age_at_diagnosis_years	0.037771977618551285	1.0384944059110424	0.0027188411350399376	0.032443146914187	0.04310080832291557	1.0329751636488904	1.0440431377836132	0.0	13.892675497568726	7.016461438468676e-44	143.35409254512055	Baseline prognostic Cox model. Treatment fields excluded from the model.
METABRIC	npi	0.2940908886299703	1.3419058621099258	0.028214356451254734	0.2387917661385357	0.3493900111214049	1.269714111581262	1.4182021971248582	0.0	10.423448400748182	1.9379651086205057e-25	82.0936597756691	Baseline prognostic Cox model. Treatment fields excluded from the model.
METABRIC	C(subtype_label)[T.Her2]	0.08790038631079528	1.091879350480452	0.12386610157227976	-0.15487271167625322	0.33067348429784377	0.8565241960742364	1.3919052391863591	0.0	0.709640371296441	0.4779271778057942	1.0651372846773655	Baseline prognostic Cox model. Treatment fields excluded from the model.
METABRIC	C(subtype_label)[T.LumA]	-0.3018322255500085	0.7394621173328507	0.10947696973303529	-0.5164031433633393	-0.08726130773667776	0.5966628035322632	0.9164375921094526	0.0	-2.757038546883792	0.005832747515089041	7.421608659783981	Baseline prognostic Cox model. Treatment fields excluded from the model.
METABRIC	C(subtype_label)[T.LumB]	-0.09593916106675081	0.9085192877316565	0.11191601889178962	-0.31529052738776275	0.12341220525426115	0.729576881410154	1.1313506735370478	0.0	-0.8572424396145948	0.3913109123410763	1.3536127521905894	Baseline prognostic Cox model. Treatment fields excluded from the model.
METABRIC	C(subtype_label)[T.NC]	0.004438387114483701	1.0044482513429283	0.45825197119067873	-0.893718972263733	0.9025957464927005	0.4091313717202506	2.465995910760242	0.0	0.009685473044341555	0.9922722314156222	0.011192114362909168	Baseline prognostic Cox model. Treatment fields excluded from the model.
METABRIC	C(subtype_label)[T.Normal]	0.04177818316592077	1.0426631728539273	0.1476139069264753	-0.24753975802721842	0.33109612435905994	0.780719180339454	1.3924936384336442	0.0	0.28302335488437397	0.7771589340264714	0.36371842561829465	Baseline prognostic Cox model. Treatment fields excluded from the model.
METABRIC	C(subtype_label)[T.claudin-low]	-0.323902772377542	0.7233205656999804	0.13944297751681275	-0.5972059862075235	-0.050599558547560486	0.5503471675238129	0.9506592777038354	0.0	-2.322833161953163	0.02018811684149765	5.630349848205982	Baseline prognostic Cox model. Treatment fields excluded from the model.
