cohort	term	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)	notes
TCGA-BRCA	age_at_diagnosis_years	0.034026881767782326	1.0346124185650811	0.007682211162791201	0.018970024567080003	0.04908373896848465	1.019151098664143	1.050308298791169	0.0	4.42930831328766	9.453579499611843e-06	16.690707875065165	Baseline prognostic Cox model. Treatment fields excluded from the model.
TCGA-BRCA	C(ajcc_stage_simple)[T.II]	0.34614658734018244	1.4136098179339691	0.2956706261482452	-0.23335719119678489	0.9256503658771498	0.7918706737690083	2.5235089308815835	0.0	1.1707168610203074	0.2417126055216589	2.048635382026436	Baseline prognostic Cox model. Treatment fields excluded from the model.
TCGA-BRCA	C(ajcc_stage_simple)[T.III]	1.0210536739434233	2.7761183470082753	0.31770669193217366	0.39836000010900074	1.643747347777846	1.4893801104090594	5.174523966537509	0.0	3.2138248890313124	0.0013097952587284962	9.576442970839844	Baseline prognostic Cox model. Treatment fields excluded from the model.
TCGA-BRCA	C(ajcc_stage_simple)[T.IV]	2.0076013561292547	7.445436959822446	0.40644457103356874	1.2109846351916285	2.804218077066881	3.3567882376987033	16.514158057433523	0.0	4.939422246492363	7.835437870713618e-07	20.283482764592737	Baseline prognostic Cox model. Treatment fields excluded from the model.
TCGA-BRCA	C(ajcc_stage_simple)[T.X]	1.5402825635747375	4.665908500522836	0.4990243898565076	0.5622127320489075	2.5183523951005675	1.754550558414083	12.40813610690679	0.0	3.086587739764863	0.0020246818416795316	8.948089063822012	Baseline prognostic Cox model. Treatment fields excluded from the model.
TCGA-BRCA	C(subtype_label)[T.Her2]	0.8178596834131869	2.2656454458904	0.380081035765018	0.07291454210707149	1.5628048247193025	1.0756386111776057	4.77218764103694	0.0	2.151803448354161	0.031412838149561056	4.992501893415899	Baseline prognostic Cox model. Treatment fields excluded from the model.
TCGA-BRCA	C(subtype_label)[T.LumA]	0.031827762148737455	1.0323396820230033	0.2874712468635083	-0.5316055282945616	0.5952610525920367	0.5876607059691057	1.8135043031707865	0.0	0.1107163324888952	0.9118412941546656	0.13314534951100265	Baseline prognostic Cox model. Treatment fields excluded from the model.
TCGA-BRCA	C(subtype_label)[T.LumB]	0.31492211436498785	1.3701525915964379	0.31752244326178325	-0.30741043871127005	0.9372546674412457	0.7353487233780218	2.5529630562686916	0.0	0.9918105666166989	0.32128994214635537	1.638052276364667	Baseline prognostic Cox model. Treatment fields excluded from the model.
TCGA-BRCA	C(subtype_label)[T.Normal]	0.6305178793320657	1.878583206807125	0.5166687024412676	-0.3821341693918606	1.643169928055992	0.6824034894018209	5.171536956810181	0.0	1.2203523773606935	0.2223313221720984	2.169216884448118	Baseline prognostic Cox model. Treatment fields excluded from the model.
