crosswalk_run_id	parse_run_id	source_run_id	identifier_linkage_family	field_count	tables_present_json	primary_candidates_json	secondary_candidates_json	overlapping_candidates_json	ambiguous_candidates_json	side_table_candidates_json	notes_placeholder
20260413T073640Z	20260413T070359Z	20260412T000556Z	patient_identifier_like	9	"[""biospecimen_aliquot"", ""biospecimen_analyte"", ""biospecimen_diagnostic_slides"", ""biospecimen_portion"", ""biospecimen_protocol"", ""biospecimen_sample"", ""biospecimen_shipment_portion"", ""biospecimen_slide""]"	"[""biospecimen_diagnostic_slides.bcr_patient_barcode"", ""biospecimen_sample.bcr_patient_uuid""]"	[]	"[""biospecimen_aliquot.bcr_patient_uuid"", ""biospecimen_analyte.bcr_patient_uuid"", ""biospecimen_portion.bcr_patient_uuid"", ""biospecimen_slide.bcr_patient_uuid""]"	[]	"[""biospecimen_diagnostic_slides.bcr_patient_uuid"", ""biospecimen_protocol.bcr_patient_uuid"", ""biospecimen_shipment_portion.bcr_patient_uuid""]"	[fill in during biospecimen identifier crosswalk review]
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	14	"[""biospecimen_aliquot"", ""biospecimen_analyte"", ""biospecimen_diagnostic_slides"", ""biospecimen_portion"", ""biospecimen_protocol"", ""biospecimen_sample"", ""biospecimen_shipment_portion"", ""biospecimen_slide""]"	"[""biospecimen_sample.bcr_sample_barcode"", ""biospecimen_sample.bcr_sample_uuid""]"	"[""biospecimen_sample.days_to_sample_procurement"", ""biospecimen_sample.method_of_sample_procurement"", ""biospecimen_sample.other_method_of_sample_procurement"", ""biospecimen_sample.sample_type"", ""biospecimen_sample.sample_type_id""]"	"[""biospecimen_aliquot.bcr_sample_barcode"", ""biospecimen_analyte.bcr_sample_barcode"", ""biospecimen_portion.bcr_sample_barcode"", ""biospecimen_slide.bcr_sample_barcode""]"	[]	"[""biospecimen_diagnostic_slides.bcr_sample_barcode"", ""biospecimen_protocol.bcr_sample_barcode"", ""biospecimen_shipment_portion.bcr_sample_barcode""]"	[fill in during biospecimen identifier crosswalk review]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	11	"[""biospecimen_analyte"", ""biospecimen_portion"", ""biospecimen_shipment_portion""]"	"[""biospecimen_portion.bcr_portion_barcode"", ""biospecimen_portion.bcr_portion_uuid""]"	"[""biospecimen_analyte.subportion_sequence"", ""biospecimen_portion.portion_number"", ""biospecimen_portion.portion_sequence"", ""biospecimen_shipment_portion.portion_number"", ""biospecimen_shipment_portion.portion_sequence"", ""biospecimen_shipment_portion.shipment_portion_day_of_shipment"", ""biospecimen_shipment_portion.shipment_portion_month_of_shipment"", ""biospecimen_shipment_portion.shipment_portion_year_of_shipment""]"	[]	[]	"[""biospecimen_shipment_portion.bcr_shipment_portion_uuid""]"	[fill in during biospecimen identifier crosswalk review]
20260413T073640Z	20260413T070359Z	20260412T000556Z	analyte_identifier_like	5	"[""biospecimen_analyte"", ""biospecimen_protocol""]"	"[""biospecimen_analyte.bcr_analyte_barcode"", ""biospecimen_analyte.bcr_analyte_uuid""]"	"[""biospecimen_analyte.analyte_type"", ""biospecimen_analyte.analyte_type_id""]"	[]	[]	"[""biospecimen_protocol.bcr_analyte_barcode""]"	[fill in during biospecimen identifier crosswalk review]
20260413T073640Z	20260413T070359Z	20260412T000556Z	slide_identifier_like	3	"[""biospecimen_diagnostic_slides"", ""biospecimen_slide""]"	"[""biospecimen_slide.bcr_slide_barcode"", ""biospecimen_slide.bcr_slide_uuid""]"	[]	[]	[]	"[""biospecimen_diagnostic_slides.ffpe_slide_uuid""]"	[fill in during biospecimen identifier crosswalk review]
20260413T073640Z	20260413T070359Z	20260412T000556Z	aliquot_identifier_like	2	"[""biospecimen_aliquot""]"	"[""biospecimen_aliquot.bcr_aliquot_barcode"", ""biospecimen_aliquot.bcr_aliquot_uuid""]"	[]	[]	[]	[]	[fill in during biospecimen identifier crosswalk review]
20260413T073640Z	20260413T070359Z	20260412T000556Z	multi_level_or_unclear_identifier_like	3	"[""biospecimen_aliquot"", ""biospecimen_sample"", ""biospecimen_shipment_portion""]"	[]	[]	[]	"[""biospecimen_aliquot.biospecimen_barcode_bottom"", ""biospecimen_sample.pathology_report_uuid"", ""biospecimen_shipment_portion.shipment_portion_bcr_aliquot_barcode""]"	[]	[fill in during biospecimen identifier crosswalk review]
