shortlist_run_id	core_audit_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	alternate_column_name	probable_field_group	missing_like_fraction	non_missing_count	distinct_non_missing_count	example_values_small_sample	support_high_completeness	support_high_missingness	support_likely_high_value	support_likely_weak	shortlist_bucket	shortlist_rule	manual_review_priority	notes_placeholder
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	retrospective_collection	5	tissue_retrospective_collection_indicator	identifier / admin	0.003646	1093	2	"[""YES"", ""NO""]"	True	False	False	False	unclear_manual_review	manual_identifier_admin	high	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	birth_days_to	6	days_to_birth	demographics	0.013674	1082	1045	"[""-32872"", ""-22199"", ""-32873"", ""-14122"", ""-14920""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	gender	7	gender	demographics	0.0	1097	2	"[""FEMALE"", ""MALE""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	menopause_status	8	menopause_status	demographics	0.082042	1007	4	"[""Post (prior bilateral ovariectomy OR >12 mo since LMP with no prior hysterectomy)"", ""Pre (<6 months since LMP AND no prior bilateral ovariectomy AND not on estrogen replacement)"", ""Peri (6-12 months since last menstrual period)"", ""Indeterminate (neither Pre or Postmenopausal)""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	race	9	race	demographics	0.0866	1002	4	"[""WHITE"", ""BLACK OR AFRICAN AMERICAN"", ""ASIAN"", ""AMERICAN INDIAN OR ALASKA NATIVE""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	ethnicity	10	ethnicity	demographics	0.158614	923	2	"[""NOT HISPANIC OR LATINO"", ""HISPANIC OR LATINO""]"	False	False	True	False	usable_baseline	baseline_candidate_structured_core_field	medium	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	history_other_malignancy	11	other_dx	receptor / biomarker	0.000912	1096	2	"[""No"", ""Yes""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	history_neoadjuvant_treatment	12	history_of_neoadjuvant_treatment	treatment / drug	0.001823	1095	2	"[""No"", ""Yes""]"	True	False	True	False	usable_treatment_proxy	treatment_proxy_treatment_signal	medium	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	tumor_status	13	person_neoplasm_cancer_status	follow-up / outcome-like	0.113947	972	2	"[""TUMOR FREE"", ""WITH TUMOR""]"	False	False	True	False	usable_endpoint_candidate	endpoint_candidate_time_or_status_signal	high	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	vital_status	14	vital_status	follow-up / outcome-like	0.0	1097	2	"[""Alive"", ""Dead""]"	True	False	True	False	usable_endpoint_candidate	endpoint_candidate_time_or_status_signal	high	[fill in during shortlist review]
