drug_class_profile_v1_run_id	review_group_type	field_name	value_summary_type	group_patient_count	non_missing_count	missing_like_count	distinct_non_missing_count	value_rank	value_label	value_count	value_fraction	numeric_min	numeric_median	numeric_max	notes
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	ajcc_pathologic_tumor_stage	categorical_top_value	328	326	2	11	3	Stage IIIA	47	0.1442				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	ajcc_pathologic_tumor_stage	categorical_top_value	328	326	2	11	4	Stage I	32	0.0982				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	ajcc_pathologic_tumor_stage	categorical_top_value	328	326	2	11	5	Stage IA	22	0.0675				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	ajcc_pathologic_tumor_stage	categorical_top_value	328	326	2	11	6	Stage IIIC	19	0.0583				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	ajcc_pathologic_tumor_stage	categorical_top_value	328	326	2	11	7	Stage IV	7	0.0215				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	ajcc_pathologic_tumor_stage	categorical_top_value	328	326	2	11	8	Stage IIIB	5	0.0153				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	ajcc_pathologic_tumor_stage	categorical_top_value	328	326	2	11	9	Stage IB	2	0.0061				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	ajcc_pathologic_tumor_stage	categorical_top_value	328	326	2	11	10	Stage X	2	0.0061				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	histological_type	categorical_top_value	328	328	0	5	1	Infiltrating Ductal Carcinoma	213	0.6494				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	histological_type	categorical_top_value	328	328	0	5	2	Infiltrating Lobular Carcinoma	93	0.2835				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	histological_type	categorical_top_value	328	328	0	5	3	Other, specify	14	0.0427				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	histological_type	categorical_top_value	328	328	0	5	4	Mixed Histology (please specify)	5	0.0152				
20260415T065150Z	any_class_endocrine_aromatase_inhibitor	histological_type	categorical_top_value	328	328	0	5	5	Mucinous Carcinoma	3	0.0091				
20260415T065150Z	any_class_endocrine_other	age_at_diagnosis	numeric_summary	30	30	0	21					27	45.5	72	
20260415T065150Z	any_class_endocrine_other	er_status_by_ihc	categorical_top_value	30	27	3	2	1	Positive	26	0.9630				
20260415T065150Z	any_class_endocrine_other	er_status_by_ihc	categorical_top_value	30	27	3	2	2	Negative	1	0.0370				
20260415T065150Z	any_class_endocrine_other	pr_status_by_ihc	categorical_top_value	30	27	3	2	1	Positive	22	0.8148				
20260415T065150Z	any_class_endocrine_other	pr_status_by_ihc	categorical_top_value	30	27	3	2	2	Negative	5	0.1852				
20260415T065150Z	any_class_endocrine_other	her2_status_by_ihc	categorical_top_value	30	27	3	3	1	Negative	15	0.5556				
20260415T065150Z	any_class_endocrine_other	her2_status_by_ihc	categorical_top_value	30	27	3	3	2	Equivocal	9	0.3333				
20260415T065150Z	any_class_endocrine_other	her2_status_by_ihc	categorical_top_value	30	27	3	3	3	Positive	3	0.1111				
20260415T065150Z	any_class_endocrine_other	ajcc_pathologic_tumor_stage	categorical_top_value	30	30	0	8	1	Stage IIB	11	0.3667				
20260415T065150Z	any_class_endocrine_other	ajcc_pathologic_tumor_stage	categorical_top_value	30	30	0	8	2	Stage IIA	5	0.1667				
20260415T065150Z	any_class_endocrine_other	ajcc_pathologic_tumor_stage	categorical_top_value	30	30	0	8	3	Stage IIIA	5	0.1667				
20260415T065150Z	any_class_endocrine_other	ajcc_pathologic_tumor_stage	categorical_top_value	30	30	0	8	4	Stage IIIC	3	0.1000				
20260415T065150Z	any_class_endocrine_other	ajcc_pathologic_tumor_stage	categorical_top_value	30	30	0	8	5	Stage IV	3	0.1000				
20260415T065150Z	any_class_endocrine_other	ajcc_pathologic_tumor_stage	categorical_top_value	30	30	0	8	6	Stage X	1	0.0333				
20260415T065150Z	any_class_endocrine_other	ajcc_pathologic_tumor_stage	categorical_top_value	30	30	0	8	7	Stage IIIB	1	0.0333				
20260415T065150Z	any_class_endocrine_other	ajcc_pathologic_tumor_stage	categorical_top_value	30	30	0	8	8	Stage IB	1	0.0333				
20260415T065150Z	any_class_endocrine_other	histological_type	categorical_top_value	30	30	0	6	1	Infiltrating Ductal Carcinoma	19	0.6333				
20260415T065150Z	any_class_endocrine_other	histological_type	categorical_top_value	30	30	0	6	2	Infiltrating Lobular Carcinoma	6	0.2000				
20260415T065150Z	any_class_endocrine_other	histological_type	categorical_top_value	30	30	0	6	3	Other, specify	2	0.0667				
20260415T065150Z	any_class_endocrine_other	histological_type	categorical_top_value	30	30	0	6	4	Metaplastic Carcinoma	1	0.0333				
20260415T065150Z	any_class_endocrine_other	histological_type	categorical_top_value	30	30	0	6	5	Mixed Histology (please specify)	1	0.0333				
20260415T065150Z	any_class_endocrine_other	histological_type	categorical_top_value	30	30	0	6	6	Mucinous Carcinoma	1	0.0333				
