audit_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	alternate_column_name	cde_id_raw	row_count	non_missing_count	missing_like_count	missing_like_fraction	distinct_non_missing_count	example_values_small_sample	probable_field_group	group_assignment_rule	blank_count	not_available_count	not_applicable_count	unknown_count	not_evaluated_count	discrepancy_count	na_count	n_a_count	null_count	none_count	nan_count
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	bcr_patient_uuid	1	bcr_patient_uuid	CDE_ID:	1097	1097	0	0.0	1097	"[""001cef41-ff86-4d3f-a140-a647ac4b10a1"", ""0045349c-69d9-4306-a403-c9c1fa836644"", ""00807dae-9f4a-4fd1-aac2-82eb11bf2afb"", ""00B11CA8-8540-4A3D-B602-EC754B00230B"", ""00a2d166-78c9-4687-a195-3d6315c27574""]"	identifier / admin	identifier_prefix:bcr_	0	0	0	0	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	bcr_patient_barcode	2	bcr_patient_barcode	CDE_ID:2003301	1097	1097	0	0.0	1097	"[""TCGA-3C-AAAU"", ""TCGA-3C-AALI"", ""TCGA-3C-AALJ"", ""TCGA-3C-AALK"", ""TCGA-4H-AAAK""]"	identifier / admin	identifier_prefix:bcr_	0	0	0	0	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	form_completion_date	3	form_completion_date	CDE_ID:	1097	1097	0	0.0	315	"[""2011-5-27"", ""2010-11-2"", ""2011-4-13"", ""2011-8-2"", ""2011-5-16""]"	identifier / admin	identifier_exact_name:form_completion_date	0	0	0	0	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	prospective_collection	4	tissue_prospective_collection_indicator	CDE_ID:3088492	1097	1093	4	0.003646	2	"[""NO"", ""YES""]"	identifier / admin	identifier_exact_name:prospective_collection	0	4	0	0	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	retrospective_collection	5	tissue_retrospective_collection_indicator	CDE_ID:3088528	1097	1093	4	0.003646	2	"[""YES"", ""NO""]"	identifier / admin	identifier_exact_name:retrospective_collection	0	4	0	0	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	birth_days_to	6	days_to_birth	CDE_ID:3008233	1097	1082	15	0.013674	1045	"[""-32872"", ""-22199"", ""-32873"", ""-14122"", ""-14920""]"	demographics	keyword:birth	0	15	0	0	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	gender	7	gender	CDE_ID:2200604	1097	1097	0	0.0	2	"[""FEMALE"", ""MALE""]"	demographics	keyword:gender	0	0	0	0	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	menopause_status	8	menopause_status	CDE_ID:2957270	1097	1007	90	0.082042	4	"[""Post (prior bilateral ovariectomy OR >12 mo since LMP with no prior hysterectomy)"", ""Pre (<6 months since LMP AND no prior bilateral ovariectomy AND not on estrogen replacement)"", ""Peri (6-12 months since last menstrual period)"", ""Indeterminate (neither Pre or Postmenopausal)""]"	demographics	keyword:menopause	0	67	0	17	6	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	race	9	race	CDE_ID:2192199	1097	1002	95	0.0866	4	"[""WHITE"", ""BLACK OR AFRICAN AMERICAN"", ""ASIAN"", ""AMERICAN INDIAN OR ALASKA NATIVE""]"	demographics	keyword:race	0	92	0	0	3	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	ethnicity	10	ethnicity	CDE_ID:2192217	1097	923	174	0.158614	2	"[""NOT HISPANIC OR LATINO"", ""HISPANIC OR LATINO""]"	demographics	keyword:ethnicity	0	163	0	8	3	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	history_other_malignancy	11	other_dx	CDE_ID:3382736	1097	1096	1	0.000912	2	"[""No"", ""Yes""]"	receptor / biomarker	keyword:er_	0	0	0	0	0	1	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	history_neoadjuvant_treatment	12	history_of_neoadjuvant_treatment	CDE_ID:3382737	1097	1095	2	0.001823	2	"[""No"", ""Yes""]"	treatment / drug	keyword:treatment	0	1	0	0	0	1	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	tumor_status	13	person_neoplasm_cancer_status	CDE_ID:2759550	1097	972	125	0.113947	2	"[""TUMOR FREE"", ""WITH TUMOR""]"	follow-up / outcome-like	keyword:tumor_status	0	105	0	20	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	vital_status	14	vital_status	CDE_ID:5	1097	1097	0	0.0	2	"[""Alive"", ""Dead""]"	follow-up / outcome-like	keyword:vital_status	0	0	0	0	0	0	0	0	0	0	0
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	last_contact_days_to	15	days_to_last_followup	CDE_ID:3008273	1097	993	104	0.094804	649	"[""0"", ""10"", ""7"", ""365"", ""30""]"	follow-up / outcome-like	keyword:last_contact	0	104	0	0	0	0	0	0	0	0	0
