audit_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	probable_field_group	row_count	non_missing_count	missing_like_count	missing_like_fraction	blank_count	not_available_count	not_applicable_count	unknown_count	not_evaluated_count	discrepancy_count	na_count	n_a_count	null_count	none_count	nan_count	distinct_non_missing_count	example_values_small_sample
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	margin_status_reexcision	29	diagnosis / pathology	1097	59	1038	0.946217	0	1038	0	0	0	0	0	0	0	0	0	3	"[""Negative"", ""Positive"", ""Close""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	method_initial_path_dx_other	23	diagnosis / pathology	1097	64	1033	0.941659	0	2	1029	2	0	0	0	0	0	0	0	14	"[""Patey's Surgery"", ""Biopsy, NOS"", ""intraoperative examination"", ""Lumpectomy"", ""Modified Radical Masectomy""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	histologic_diagnosis_other	19	diagnosis / pathology	1097	76	1021	0.93072	0	0	1021	0	0	0	0	0	0	0	0	60	"[""Infiltrating ductal and lobular carcinoma"", ""Ductal & Mucinous"", ""Lobular/Ductal"", ""Mixed invasive ductal and invasive lobular"", ""ductal and lobular""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_positivity_method_text	60	receptor / biomarker	1097	90	1007	0.917958	0	1007	0	0	0	0	0	0	0	0	0	20	"[""3+ POSITIVE"", ""3+ Positive"", ""dextran coated charcoal"", ""Hecep Test TM DAKO"", ""DAKOHercepTest TM""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	death_days_to	16	follow-up / outcome-like	1097	104	993	0.905196	0	0	993	0	0	0	0	0	0	0	0	101	"[""2965"", ""991"", ""0"", ""1"", ""1009""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_and_cent17_cells_count	64	receptor / biomarker	1097	104	993	0.905196	0	993	0	0	0	0	0	0	0	0	0	30	"[""60"", ""40"", ""20"", ""30"", ""200""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	cent17_copy_number	63	receptor / biomarker	1097	106	991	0.903373	0	991	0	0	0	0	0	0	0	0	0	66	"[""1.7"", ""1.8"", ""2.2"", ""2"", ""2.0""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_copy_number	62	receptor / biomarker	1097	114	983	0.89608	0	983	0	0	0	0	0	0	0	0	0	76	"[""not amplified"", ""3.2"", ""2.4"", ""2.6"", ""1.8""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_positivity_scale_used	52	receptor / biomarker	1097	142	955	0.870556	0	955	0	0	0	0	0	0	0	0	0	2	"[""3 Point Scale"", ""4 Point Scale""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_positivity_scale_used	46	receptor / biomarker	1097	147	950	0.865998	0	950	0	0	0	0	0	0	0	0	0	2	"[""3 Point Scale"", ""4 Point Scale""]"
